accepted_name,family,broader,establishment_means,park_list,voucher_exists,iNat_RG_record_exists
Monotoca elliptica,Ericaceae,3.dicot,native,1,1,1
Monotoca ledifolia,Ericaceae,3.dicot,native,1,,1
Monotoca scoparia,Ericaceae,3.dicot,native,1,1,1
Sprengelia incarnata,Ericaceae,3.dicot,native,1,1,1
Stenanthera pinifolia,Ericaceae,3.dicot,native,1,1,1
Styphelia angustifolia,Ericaceae,3.dicot,native,1,,1
Styphelia ericoides,Ericaceae,3.dicot,native,1,1,1
Styphelia esquamata,Ericaceae,3.dicot,native,1,1,1
Styphelia exolasia,Ericaceae,3.dicot,native,,,
Styphelia humifusa,Ericaceae,3.dicot,native,1,,1
Styphelia laeta,Ericaceae,3.dicot,native,1,,1
Styphelia longifolia,Ericaceae,3.dicot,native,1,,1
Styphelia setigera,Ericaceae,3.dicot,native,1,1,1
Styphelia sieberi,Ericaceae,3.dicot,native,1,1,
Styphelia triflora,Ericaceae,3.dicot,native,1,1,1
Styphelia tubiflora,Ericaceae,3.dicot,native,1,1,1
Styphelia viridis,Ericaceae,3.dicot,native,1,1,1
Trochocarpa laurina,Ericaceae,3.dicot,native,1,1,1
Woollsia pungens,Ericaceae,3.dicot,native,1,1,1
Polyosma cunninghamii,Escalloniaceae,3.dicot,native,1,1,1
Amperea xiphoclada,Euphorbiaceae,3.dicot,native,1,1,1
Baloghia inophylla,Euphorbiaceae,3.dicot,native,,,
Bertya pomaderroides,Euphorbiaceae,3.dicot,native,1,,1
Claoxylon australe,Euphorbiaceae,3.dicot,native,1,,1
Euphorbia peplus,Euphorbiaceae,3.dicot,introduced,,1,
Homalanthus populifolius,Euphorbiaceae,3.dicot,native,,1,
Homalanthus stillingiifolius,Euphorbiaceae,3.dicot,native,1,,1
Monotaxis linifolia,Euphorbiaceae,3.dicot,native,1,,1
Pseudanthus divaricatissimus,Euphorbiaceae,3.dicot,native,1,,
Pseudanthus orientalis,Euphorbiaceae,3.dicot,native,,,
Pseudanthus pimeleoides,Euphorbiaceae,3.dicot,native,1,1,1
Ricinocarpos pinifolius,Euphorbiaceae,3.dicot,native,1,1,1
Ricinus communis,Euphorbiaceae,3.dicot,introduced,,,
Eupomatia laurina,Eupomatiaceae,3.dicot,native,1,1,1
Acacia baileyana,Fabaceae,3.dicot,introduced,,1,
Acacia baueri,Fabaceae,3.dicot,native,1,,1
Acacia binervata,Fabaceae,3.dicot,native,1,1,1
Acacia binervia,Fabaceae,3.dicot,native,,1,
Acacia brownii,Fabaceae,3.dicot,native,1,1,1
Acacia bynoeana,Fabaceae,3.dicot,native,1,,1
Acacia decurrens,Fabaceae,3.dicot,native,,1,
Acacia echinula,Fabaceae,3.dicot,native,1,1,1
Acacia elata,Fabaceae,3.dicot,native,1,,1
Acacia elongata,Fabaceae,3.dicot,native,1,1,1
Acacia falcata,Fabaceae,3.dicot,native,1,1,1
Acacia fimbriata,Fabaceae,3.dicot,native,1,1,1
Acacia floribunda,Fabaceae,3.dicot,native,1,1,1
Acacia hispidula,Fabaceae,3.dicot,native,,1,
Acacia implexa,Fabaceae,3.dicot,native,,,
Acacia irrorata,Fabaceae,3.dicot,native,1,1,1
Acacia linifolia,Fabaceae,3.dicot,native,1,1,1
Acacia longifolia,Fabaceae,3.dicot,native,1,1,1
Acacia longissima,Fabaceae,3.dicot,native,1,1,1
Acacia maidenii,Fabaceae,3.dicot,native,1,,1
Acacia mearnsii,Fabaceae,3.dicot,native,,1,
Acacia melanoxylon,Fabaceae,3.dicot,native,1,1,1
Acacia myrtifolia,Fabaceae,3.dicot,native,1,1,1
Acacia obtusifolia,Fabaceae,3.dicot,native,1,,1
Acacia parramattensis,Fabaceae,3.dicot,native,1,1,1
Acacia podalyriifolia,Fabaceae,3.dicot,introduced,,1,
Acacia pycnantha,Fabaceae,3.dicot,introduced,1,,1
Acacia saligna,Fabaceae,3.dicot,introduced,,,
Acacia schinoides,Fabaceae,3.dicot,native,1,,1
Acacia stricta,Fabaceae,3.dicot,native,1,1,1
Acacia suaveolens,Fabaceae,3.dicot,native,1,1,1
Acacia terminalis,Fabaceae,3.dicot,native,1,1,1
Acacia ulicifolia,Fabaceae,3.dicot,native,1,1,1
Almaleea paludosa,Fabaceae,3.dicot,native,1,,1
Aotus ericoides,Fabaceae,3.dicot,native,1,1,1
Bossiaea ensata,Fabaceae,3.dicot,native,1,1,1
Bossiaea heterophylla,Fabaceae,3.dicot,native,1,1,1
Bossiaea obcordata,Fabaceae,3.dicot,native,1,,1
Bossiaea prostrata,Fabaceae,3.dicot,native,1,,
Bossiaea rhombifolia,Fabaceae,3.dicot,native,1,,1
Bossiaea scolopendria,Fabaceae,3.dicot,native,1,1,1
Bossiaea stephensonii,Fabaceae,3.dicot,native,1,1,1
Daviesia acicularis,Fabaceae,3.dicot,native,,,
Daviesia alata,Fabaceae,3.dicot,native,1,1,1
Daviesia corymbosa,Fabaceae,3.dicot,native,1,1,1
Daviesia ulicifolia,Fabaceae,3.dicot,native,,1,
Desmodium rhytidophyllum,Fabaceae,3.dicot,native,,,
Desmodium varians,Fabaceae,3.dicot,native,,,
Dillwynia floribunda,Fabaceae,3.dicot,native,1,1,1
Dillwynia glaberrima,Fabaceae,3.dicot,native,1,,1
Dillwynia retorta,Fabaceae,3.dicot,native,1,1,1
Dillwynia sericea,Fabaceae,3.dicot,native,1,,1
Dillwynia trichopoda,Fabaceae,3.dicot,native,1,,1
Dipogon lignosus,Fabaceae,3.dicot,introduced,,,
Erythrina × sykesii,Fabaceae,3.dicot,introduced,,,
Genista monspessulana,Fabaceae,3.dicot,introduced,,,
Glycine clandestina,Fabaceae,3.dicot,native,1,1,1
Glycine microphylla,Fabaceae,3.dicot,native,,,
Glycine tabacina,Fabaceae,3.dicot,native,,,
Gompholobium glabratum,Fabaceae,3.dicot,native,1,1,1
Gompholobium grandiflorum,Fabaceae,3.dicot,native,1,1,1
Gompholobium inconspicuum,Fabaceae,3.dicot,native,1,,
Gompholobium latifolium,Fabaceae,3.dicot,native,1,1,1
Gompholobium minus,Fabaceae,3.dicot,native,,,
Hardenbergia violacea,Fabaceae,3.dicot,native,1,1,1
Hovea linearis,Fabaceae,3.dicot,native,1,1,1
Hovea longifolia,Fabaceae,3.dicot,native,1,,1
Indigofera australis,Fabaceae,3.dicot,native,1,1,1
Jacksonia scoparia,Fabaceae,3.dicot,native,1,,1
Kennedia prostrata,Fabaceae,3.dicot,native,1,1,1
Kennedia rubicunda,Fabaceae,3.dicot,native,1,1,1
Lotus angustissimus,Fabaceae,3.dicot,introduced,,,
Medicago lupulina,Fabaceae,3.dicot,introduced,1,,
Medicago polymorpha,Fabaceae,3.dicot,introduced,1,,
Mirbelia rubiifolia,Fabaceae,3.dicot,native,1,1,1
Mirbelia speciosa,Fabaceae,3.dicot,native,1,1,1
Oxylobium cordifolium,Fabaceae,3.dicot,native,1,,
Oxytes brachypoda,Fabaceae,3.dicot,native,,,
Pararchidendron pruinosum,Fabaceae,3.dicot,native,1,,1
Paraserianthes lophantha ,Fabaceae,3.dicot,introduced,,,
Phyllota grandiflora,Fabaceae,3.dicot,native,1,1,1
Phyllota phylicoides,Fabaceae,3.dicot,native,1,1,1
Platylobium formosum,Fabaceae,3.dicot,native,1,1,1
Platylobium parviflorum,Fabaceae,3.dicot,native,1,,1
Psoralea pinnata,Fabaceae,3.dicot,introduced,1,1,1
Pullenia gunnii,Fabaceae,3.dicot,native,,1,
Pultenaea aristata,Fabaceae,3.dicot,native,,,
Pultenaea blakelyi,Fabaceae,3.dicot,native,1,1,1
Pultenaea daphnoides,Fabaceae,3.dicot,native,1,1,1
Pultenaea dentata,Fabaceae,3.dicot,native,1,,1
Pultenaea ferruginea,Fabaceae,3.dicot,native,1,,
Pultenaea flexilis,Fabaceae,3.dicot,native,,1,
Pultenaea hispidula,Fabaceae,3.dicot,native,1,,1
Pultenaea linophylla,Fabaceae,3.dicot,native,1,1,1
Pultenaea polifolia,Fabaceae,3.dicot,native,1,,1
Pultenaea retusa,Fabaceae,3.dicot,native,1,1,1
Pultenaea scabra,Fabaceae,3.dicot,native,,,
Pultenaea stipularis,Fabaceae,3.dicot,native,1,1,1
Pultenaea tuberculata,Fabaceae,3.dicot,native,1,1,1
Pultenaea villosa,Fabaceae,3.dicot,native,1,1,1
Senna pendula,Fabaceae,3.dicot,introduced,,1,
Senna septemtrionalis,Fabaceae,3.dicot,introduced,,1,
Sphaerolobium minus,Fabaceae,3.dicot,native,1,1,1
Sphaerolobium vimineum,Fabaceae,3.dicot,native,1,1,1
Swainsona reticulata,Fabaceae,3.dicot,native,,,
Tephrosia grandiflora,Fabaceae,3.dicot,introduced,1,,
Trifolium campestre,Fabaceae,3.dicot,introduced,1,,
Trifolium dubium,Fabaceae,3.dicot,introduced,,,
Trifolium repens,Fabaceae,3.dicot,introduced,,,
Vicia sativa,Fabaceae,3.dicot,introduced,1,,1
Vicia tetrasperma,Fabaceae,3.dicot,introduced,1,,1
Viminaria juncea,Fabaceae,3.dicot,native,1,1,1
Zornia dyctiocarpa ,Fabaceae,3.dicot,native,,,
Melianthus major,Francoaceae,3.dicot,introduced,1,,1
Centaurium erythraea,Gentianaceae,3.dicot,introduced,,,
Centaurium tenuiflorum,Gentianaceae,3.dicot,introduced,,1,
Geranium homeanum,Geraniaceae,3.dicot,native,,,
Geranium potentilloides,Geraniaceae,3.dicot,native,1,,1
Geranium solanderi,Geraniaceae,3.dicot,native,1,,
Pelargonium australe,Geraniaceae,3.dicot,native,,1,
Pelargonium capitatum,Geraniaceae,3.dicot,introduced,,1,
Pelargonium inodorum,Geraniaceae,3.dicot,native,1,,1
Coopernookia barbata,Goodeniaceae,3.dicot,native,1,,1
Dampiera purpurea,Goodeniaceae,3.dicot,native,1,1,1
Dampiera stricta,Goodeniaceae,3.dicot,native,1,1,1
Goodenia bellidifolia,Goodeniaceae,3.dicot,native,1,,1
Goodenia caroliniana,Goodeniaceae,3.dicot,native,1,,1
Goodenia dimorpha,Goodeniaceae,3.dicot,native,1,1,1
Goodenia hederacea,Goodeniaceae,3.dicot,native,,1,
Goodenia heterophylla,Goodeniaceae,3.dicot,native,1,1,1
Goodenia ovata,Goodeniaceae,3.dicot,native,1,1,1
Goodenia paniculata,Goodeniaceae,3.dicot,native,1,,1
Goodenia radicans,Goodeniaceae,3.dicot,native,,,
Goodenia stelligera,Goodeniaceae,3.dicot,native,1,,1
Scaevola calendulacea,Goodeniaceae,3.dicot,native,1,1,1
Scaevola ramosissima,Goodeniaceae,3.dicot,native,1,1,1
Gonocarpus micranthus,Haloragaceae,3.dicot,native,1,1,1
Gonocarpus salsoloides,Haloragaceae,3.dicot,native,1,,1
Gonocarpus tetragynus,Haloragaceae,3.dicot,native,1,,1
Gonocarpus teucrioides,Haloragaceae,3.dicot,native,1,1,
Myriophyllum gracile,Haloragaceae,3.dicot,native,1,,1
Myriophyllum variifolium,Haloragaceae,3.dicot,native,1,,1
Hypericum gramineum,Hypericaceae,3.dicot,native,,1,
Ajuga australis,Lamiaceae,3.dicot,native,1,,1
Chloanthes stoechadis,Lamiaceae,3.dicot,native,1,1,1
Clerodendrum tomentosum,Lamiaceae,3.dicot,native,1,1,1
Coleus australis,Lamiaceae,3.dicot,native,1,1,1
Gmelina leichhardtii,Lamiaceae,3.dicot,native,1,,1
Hemigenia purpurea,Lamiaceae,3.dicot,native,1,1,1
Leonotis leonurus,Lamiaceae,3.dicot,introduced,,1,
Mentha × piperita,Lamiaceae,3.dicot,introduced,1,,
Mentha satureioides,Lamiaceae,3.dicot,native,1,,
Prostanthera densa,Lamiaceae,3.dicot,native,1,,1
Prostanthera denticulata,Lamiaceae,3.dicot,native,1,1,1
Prostanthera incisa,Lamiaceae,3.dicot,native,1,1,1
Prostanthera lasianthos,Lamiaceae,3.dicot,native,1,,1
Prostanthera linearis,Lamiaceae,3.dicot,native,1,1,1
Prostanthera ovalifolia,Lamiaceae,3.dicot,native,,,
Prostanthera scutellarioides,Lamiaceae,3.dicot,native,,,
Prostanthera violacea,Lamiaceae,3.dicot,native,1,,1
Prunella vulgaris,Lamiaceae,3.dicot,introduced,1,1,1
Stachys arvensis,Lamiaceae,3.dicot,introduced,1,,1
Teucrium corymbosum,Lamiaceae,3.dicot,native,1,,
Westringia fruticosa,Lamiaceae,3.dicot,native,1,1,1
Cassytha glabella,Lauraceae,3.dicot,native,,1,
Cassytha melantha,Lauraceae,3.dicot,native,1,,1
Cassytha paniculata,Lauraceae,3.dicot,native,1,,1
Cassytha pubescens,Lauraceae,3.dicot,native,1,1,1
Cinnamomum camphora,Lauraceae,3.dicot,introduced,,,
Cryptocarya glaucescens,Lauraceae,3.dicot,native,1,,1
Cryptocarya microneura,Lauraceae,3.dicot,native,1,,1
Endiandra sieberi,Lauraceae,3.dicot,native,1,,1
Litsea reticulata,Lauraceae,3.dicot,native,1,,1
Neolitsea dealbata,Lauraceae,3.dicot,native,,,
Utricularia australis,Lentibulariaceae,3.dicot,native,1,1,1
Utricularia biloba,Lentibulariaceae,3.dicot,native,1,,1
Utricularia gibba,Lentibulariaceae,3.dicot,native,1,,1
Utricularia lateriflora,Lentibulariaceae,3.dicot,native,1,1,1
Utricularia oppositiflora,Lentibulariaceae,3.dicot,native,1,,
Utricularia speciosa,Lentibulariaceae,3.dicot,native,1,1,
Utricularia subulata,Lentibulariaceae,3.dicot,introduced,1,1,
Utricularia uliginosa,Lentibulariaceae,3.dicot,native,1,1,1
Utricularia uniflora,Lentibulariaceae,3.dicot,native,1,1,
Linum trigynum,Linaceae,3.dicot,introduced,1,1,
Logania albiflora,Loganiaceae,3.dicot,native,1,1,1
Mitrasacme paludosa,Loganiaceae,3.dicot,native,1,,1
Mitrasacme pilosa ,Loganiaceae,3.dicot,native,,,
Mitrasacme polymorpha,Loganiaceae,3.dicot,native,1,1,1
Orianthera pusilla,Loganiaceae,3.dicot,native,,1,
Amyema congener,Loranthaceae,3.dicot,native,1,1,1
Amyema pendula,Loranthaceae,3.dicot,native,1,,1
Amylotheca dictyophleba,Loranthaceae,3.dicot,native,1,,1
Dendrophthoe vitellina,Loranthaceae,3.dicot,native,,1,
Muellerina celastroides,Loranthaceae,3.dicot,native,1,1,1
Muellerina eucalyptoides,Loranthaceae,3.dicot,native,1,,1
Lythrum hyssopifolia,Lythraceae,3.dicot,native,,,
Brachychiton acerifolius,Malvaceae,3.dicot,native,,1,
Commersonia dasyphylla,Malvaceae,3.dicot,native,1,,1
Commersonia hermanniifolia,Malvaceae,3.dicot,native,1,1,1
Hibiscus richardsonii,Malvaceae,3.dicot,native,1,,1
Lasiopetalum ferrugineum,Malvaceae,3.dicot,native,1,1,1
Lasiopetalum parviflorum,Malvaceae,3.dicot,native,1,,
Lasiopetalum rufum,Malvaceae,3.dicot,native,1,1,1
Modiola caroliniana,Malvaceae,3.dicot,introduced,,1,
Pavonia hastata,Malvaceae,3.dicot,introduced,,,
Sida rhombifolia,Malvaceae,3.dicot,introduced,,1,
Pleroma urvilleanum,Melastomataceae,3.dicot,introduced,,1,
Melia azedarach,Meliaceae,3.dicot,native,,,
Synoum glandulosum,Meliaceae,3.dicot,native,1,1,1
Toona ciliata,Meliaceae,3.dicot,native,1,1,1
Legnephora moorei,Menispermaceae,3.dicot,native,1,,1
Sarcopetalum harveyanum,Menispermaceae,3.dicot,native,1,1,1
Stephania japonica,Menispermaceae,3.dicot,native,1,1,1
Liparophyllum exaltatum,Menyanthaceae,3.dicot,native,,,
Hedycarya angustifolia,Monimiaceae,3.dicot,native,1,,1
Palmeria racemosa,Monimiaceae,3.dicot,native,1,1,1
Wilkiea hugeliana,Monimiaceae,3.dicot,native,1,,1
Ficus coronata,Moraceae,3.dicot,native,1,1,1
Ficus henneana,Moraceae,3.dicot,native,1,,1
Ficus obliqua ,Moraceae,3.dicot,native,,,
Ficus rubiginosa,Moraceae,3.dicot,native,1,1,1
Maclura cochinchinensis,Moraceae,3.dicot,native,,,
Malaisia scandens,Moraceae,3.dicot,native,1,1,1
Ensete ventricosum,Musaceae,3.dicot,introduced,,1,
Angophora bakeri,Myrtaceae,3.dicot,native,,,
Angophora costata,Myrtaceae,3.dicot,native,1,1,1
Angophora hispida,Myrtaceae,3.dicot,native,1,1,1
Austromyrtus tenuifolia,Myrtaceae,3.dicot,native,1,1,1
Backhousia leptopetala,Myrtaceae,3.dicot,native,1,,1
Backhousia myrtifolia,Myrtaceae,3.dicot,native,1,1,1
Baeckea diosmifolia,Myrtaceae,3.dicot,native,1,,1
Baeckea imbricata,Myrtaceae,3.dicot,native,1,1,1
Baeckea linifolia,Myrtaceae,3.dicot,native,1,1,1
Calytrix tetragona,Myrtaceae,3.dicot,native,1,1,1
Corymbia gummifera,Myrtaceae,3.dicot,native,1,1,1
Darwinia diminuta,Myrtaceae,3.dicot,native,1,1,1
Darwinia fascicularis,Myrtaceae,3.dicot,native,1,1,1
Darwinia grandiflora,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus agglomerata,Myrtaceae,3.dicot,native,1,,
Eucalyptus apiculata,Myrtaceae,3.dicot,native,1,,1
Eucalyptus botryoides,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus burgessiana,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus camfieldii,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus capitellata,Myrtaceae,3.dicot,native,1,,1
Eucalyptus consideniana,Myrtaceae,3.dicot,native,1,,1
Eucalyptus eugenioides,Myrtaceae,3.dicot,native,1,,1
Eucalyptus globoidea,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus haemastoma,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus luehmanniana,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus multicaulis,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus oblonga,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus paniculata,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus pilularis,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus piperita,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus punctata,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus racemosa,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus resinifera,Myrtaceae,3.dicot,native,1,,1
Eucalyptus robusta,Myrtaceae,3.dicot,native,1,,
Eucalyptus saligna,Myrtaceae,3.dicot,native,1,,1
Eucalyptus scias,Myrtaceae,3.dicot,native,1,,1
Eucalyptus sieberi,Myrtaceae,3.dicot,native,1,1,1
Eucalyptus squamosa,Myrtaceae,3.dicot,native,1,,1
Eucalyptus stricta,Myrtaceae,3.dicot,native,1,,1
Eucalyptus tereticornis,Myrtaceae,3.dicot,native,1,,1
Euryomyrtus ramosissima,Myrtaceae,3.dicot,native,1,1,1
Gaudium laevigatum,Myrtaceae,3.dicot,native,1,1,1
Gaudium parvifolium,Myrtaceae,3.dicot,native,1,,1
Gaudium trinervium,Myrtaceae,3.dicot,native,1,1,1
Harmogia densifolia,Myrtaceae,3.dicot,native,1,1,1
Kunzea ambigua,Myrtaceae,3.dicot,native,1,1,1
Kunzea capitata,Myrtaceae,3.dicot,native,1,1,1
Leptospermum arachnoides,Myrtaceae,3.dicot,native,1,1,1
Leptospermum continentale,Myrtaceae,3.dicot,native,1,,1
Leptospermum grandifolium,Myrtaceae,3.dicot,native,1,1,1
Leptospermum juniperinum,Myrtaceae,3.dicot,native,1,,1
Leptospermum morrisonii,Myrtaceae,3.dicot,native,1,,1
Leptospermum polygalifolium,Myrtaceae,3.dicot,native,1,,1
Leptospermum squarrosum,Myrtaceae,3.dicot,native,1,1,1
Lophostemon confertus,Myrtaceae,3.dicot,introduced,1,,1
Melaleuca armillaris,Myrtaceae,3.dicot,native,1,1,1
Melaleuca citrina,Myrtaceae,3.dicot,native,1,1,1
Melaleuca deanei,Myrtaceae,3.dicot,native,1,,1
Melaleuca ericifolia,Myrtaceae,3.dicot,native,,,
Melaleuca hypericifolia,Myrtaceae,3.dicot,native,1,1,1
Melaleuca linariifolia,Myrtaceae,3.dicot,native,1,,
Melaleuca linearifolia,Myrtaceae,3.dicot,native,1,,
Melaleuca linearis,Myrtaceae,3.dicot,native,1,1,1
Melaleuca nodosa,Myrtaceae,3.dicot,native,1,1,1
Melaleuca salicina,Myrtaceae,3.dicot,native,,,
Melaleuca squamea,Myrtaceae,3.dicot,native,1,1,1
Melaleuca squarrosa,Myrtaceae,3.dicot,native,1,,1
Melaleuca styphelioides,Myrtaceae,3.dicot,native,,1,
Melaleuca subulata,Myrtaceae,3.dicot,native,,,
Melaleuca thymifolia,Myrtaceae,3.dicot,native,1,1,1
Micromyrtus ciliata,Myrtaceae,3.dicot,native,1,,1
Rhodamnia rubescens,Myrtaceae,3.dicot,native,1,1,1
Syncarpia glomulifera,Myrtaceae,3.dicot,native,1,1,1
Syzygium australe,Myrtaceae,3.dicot,native,1,,1
Syzygium oleosum,Myrtaceae,3.dicot,native,1,,1
Syzygium smithii,Myrtaceae,3.dicot,native,1,1,1
Tristania neriifolia,Myrtaceae,3.dicot,native,1,1,1
Tristaniopsis collina,Myrtaceae,3.dicot,native,,,
Tristaniopsis laurina,Myrtaceae,3.dicot,native,1,1,1
Ceodes umbellifera,Nyctaginaceae,3.dicot,native,1,,1
Nymphaea alba,Nymphaeaceae,3.dicot,introduced,,1,
Nymphaea mexicana,Nymphaeaceae,3.dicot,introduced,,,
Nymphaea nouchali,Nymphaeaceae,3.dicot,introduced,1,,1
Ochna serrulata,Ochnaceae,3.dicot,introduced,,1,
Olax stricta,Olacaceae,3.dicot,native,1,1,1
Ligustrum lucidum,Oleaceae,3.dicot,introduced,,,
Ligustrum sinense,Oleaceae,3.dicot,introduced,,1,
Notelaea longifolia,Oleaceae,3.dicot,native,1,1,1
Notelaea ovata,Oleaceae,3.dicot,native,,,
Notelaea venosa,Oleaceae,3.dicot,native,1,1,1
Olea europaea,Oleaceae,3.dicot,introduced,,1,
Epilobium billardiereanum,Onagraceae,3.dicot,native,1,,1
Epilobium hirtigerum,Onagraceae,3.dicot,native,1,,1
Ludwigia peploides,Onagraceae,3.dicot,native,,1,
Ludwigia peruviana,Onagraceae,3.dicot,introduced,,,
Oxalis chnoodes,Oxalidaceae,3.dicot,native,1,,1
Oxalis corniculata,Oxalidaceae,3.dicot,introduced,1,,1
Oxalis debilis,Oxalidaceae,3.dicot,introduced,,1,
Oxalis exilis,Oxalidaceae,3.dicot,native,,,
Oxalis incarnata,Oxalidaceae,3.dicot,introduced,,1,
Oxalis perennans,Oxalidaceae,3.dicot,native,1,,
Oxalis purpurea,Oxalidaceae,3.dicot,introduced,1,,1
Oxalis thompsoniae,Oxalidaceae,3.dicot,native,1,,
Quintinia sieberi,Paracryphiaceae,3.dicot,native,,,
Passiflora cinnabarina,Passifloraceae,3.dicot,native,,,
Passiflora edulis,Passifloraceae,3.dicot,introduced,1,,1
Passiflora herbertiana,Passifloraceae,3.dicot,native,1,1,1
Passiflora subpeltata,Passifloraceae,3.dicot,introduced,1,1,1
Pennantia cunninghamii,Pennantiaceae,3.dicot,native,1,,1
Breynia oblongifolia,Phyllanthaceae,3.dicot,native,1,1,1
Glochidion ferdinandi,Phyllanthaceae,3.dicot,native,1,1,1
Phyllanthus gunnii,Phyllanthaceae,3.dicot,native,1,1,1
Phyllanthus hirtellus,Phyllanthaceae,3.dicot,native,1,1,1
Poranthera corymbosa,Phyllanthaceae,3.dicot,native,1,1,1
Poranthera ericifolia,Phyllanthaceae,3.dicot,native,1,1,1
Poranthera microphylla,Phyllanthaceae,3.dicot,native,1,,1
Phytolacca octandra,Phytolaccaceae,3.dicot,introduced,1,1,
Micrantheum ericoides,Picrodendraceae,3.dicot,native,1,1,1
Peperomia leptostachya ,Piperaceae,3.dicot,native,1,,1
Peperomia tetraphylla,Piperaceae,3.dicot,native,,,
Piper hederaceum,Piperaceae,3.dicot,native,1,,1
Billardiera mutabilis,Pittosporaceae,3.dicot,native,,1,
Billardiera scandens,Pittosporaceae,3.dicot,native,1,1,1
Bursaria spinosa,Pittosporaceae,3.dicot,native,,1,
Pittosporum multiflorum,Pittosporaceae,3.dicot,native,1,1,1
Pittosporum revolutum,Pittosporaceae,3.dicot,native,1,1,1
